learner_steps,learner_walltime,loss
262,32.3526349067688,166.35135
263,32.47543144226074,138.20427
264,32.592264890670776,310.61377
265,32.712759494781494,152.30511
266,32.83331608772278,54.10227
267,32.95500111579895,97.50746
268,33.07680821418762,157.20337
269,33.20140743255615,61.883667
270,33.326040506362915,78.20724
271,33.45217537879944,124.91401
272,33.58237314224243,150.20299
273,33.70917344093323,117.44455
274,33.838802337646484,63.57304
275,33.98305344581604,75.40569
276,34.13157916069031,83.20615
277,34.28080868721008,46.104057
278,34.41951942443848,181.9588
279,34.55532646179199,161.65819
280,34.68813419342041,109.33164
281,34.82762885093689,146.46188
282,34.98314714431763,29.241774
283,35.12939214706421,41.097355
284,35.277618646621704,222.8319
285,35.42440938949585,167.66048
286,35.56962728500366,160.02618
287,35.71637439727783,111.61136
288,35.85829305648804,45.428284
289,36.01149821281433,158.99208
290,36.17850303649902,140.16455
291,36.319427251815796,152.37039
292,36.46437168121338,98.89589
293,36.58435797691345,104.84366
294,36.71320366859436,37.72657
295,36.847038984298706,66.11952
296,37.02113485336304,131.01877
297,37.179402112960815,98.64109
298,37.38873648643494,138.48398
299,37.60742950439453,23.114872
300,37.8312246799469,105.85746
301,38.043322801589966,108.39078
302,38.26133465766907,113.8049
303,38.43852996826172,93.12382
304,38.64985799789429,29.45996
305,38.8544659614563,43.551853
306,39.01686954498291,143.83815
307,39.17401313781738,91.444145
308,39.33198356628418,108.71234
309,39.49971628189087,76.86838
310,39.64857053756714,154.38748
311,39.83554267883301,58.58416
312,40.025938272476196,142.12386
313,40.22100853919983,27.807152
314,40.359355449676514,20.77672
315,40.50610613822937,24.943695
316,40.651214838027954,159.76448
317,40.79446220397949,33.282288
318,40.931809425354004,57.721035
319,41.073988914489746,95.20504
320,41.21274924278259,76.687035
321,41.346991300582886,35.834286
322,41.483821630477905,48.707222
323,41.62727761268616,45.4266
324,41.78933072090149,194.05173
325,41.95401859283447,221.28365
326,42.11490249633789,33.200413
327,42.283202171325684,214.00374
328,42.451777935028076,153.90312
329,42.660696029663086,82.92822
330,42.83269500732422,154.89983
331,43.00863194465637,38.44963
332,43.18385648727417,36.069996
333,43.361902952194214,158.493
334,43.54856753349304,67.17334
335,43.73535394668579,40.430405
336,43.93734383583069,178.48932
337,44.14166569709778,75.513885
338,44.35718774795532,56.97785
339,44.55387568473816,33.687572
340,44.75461745262146,8.000319
341,44.94877552986145,121.83629
342,45.15617394447327,61.12955
343,45.35445857048035,110.83647
344,45.59525418281555,171.96764
345,45.842713594436646,124.671875
346,46.06943869590759,71.553085
347,46.31049156188965,197.67052
348,46.59291386604309,85.92188
349,46.866841316223145,48.575325
350,47.12542700767517,74.316124
351,47.42835283279419,71.79788
352,47.68220829963684,152.42752
353,47.89508843421936,56.25
354,48.08646559715271,93.8878
355,48.2546706199646,54.802048
356,48.42839813232422,95.67023
357,48.62894248962402,27.329947
358,48.81659555435181,59.3806
359,48.972158670425415,110.275894
360,49.129538774490356,90.17826
361,49.27686953544617,60.000168
362,49.42520356178284,122.23671
363,49.564746618270874,86.94051
364,49.70726490020752,163.87779
365,49.85146498680115,105.47118
366,49.99915862083435,40.76731
367,50.14229369163513,13.763749
368,50.30975294113159,103.45835
369,50.493573904037476,89.38105
370,50.686641454696655,59.61063
371,50.87460160255432,48.152817
372,51.06784439086914,106.74955
373,51.26669096946716,159.94978
374,51.46079921722412,32.049026
375,51.645841121673584,29.014404
376,51.81271171569824,141.65376
377,51.98803472518921,20.552467
378,52.15232849121094,59.14803
379,52.343714475631714,133.52477
380,52.5407509803772,135.22357
381,52.76338076591492,97.95431
382,52.938360929489136,32.792034
383,53.14318013191223,105.88217
384,53.32724642753601,56.59048
385,53.50263166427612,93.39182
386,53.66089844703674,17.525345
387,53.80142068862915,10.729248
388,53.93902635574341,123.66732
389,54.081225872039795,78.6602
390,54.22056603431702,41.43565
391,54.36042141914368,12.070518
392,54.50241994857788,30.622702
393,54.646414041519165,32.42858
394,54.78519940376282,167.22559
395,54.93907403945923,58.824673
396,55.0873966217041,77.442245
397,55.23538899421692,246.55751
398,55.391393184661865,106.24375
399,55.55800652503967,33.94037
400,55.72838234901428,176.01433
401,55.87899327278137,54.640823
402,56.03800845146179,125.79182
403,56.1955201625824,69.24744
404,56.33771991729736,66.382774
405,56.4752254486084,13.4397545
406,56.61291766166687,154.46399
407,56.74663281440735,59.843872
408,56.87297463417053,179.41132
409,57.00185179710388,99.01081
410,57.126903772354126,24.029284
411,57.25963282585144,35.072895
412,57.408785343170166,115.096466
413,57.55026125907898,75.26986
414,57.6804678440094,126.72621
415,57.81169652938843,92.71605
416,57.940768003463745,104.81936
417,58.08510708808899,83.960846
418,58.21434736251831,14.177882
419,58.36409139633179,36.418118
420,58.49329471588135,129.35117
421,58.62252736091614,27.105923
422,58.75879096984863,115.711235
423,58.890668630599976,63.68252
424,59.0214364528656,66.90274
425,59.14871907234192,8.525862
426,59.280019760131836,49.93907
427,59.410629749298096,49.880596
428,59.540529012680054,165.23235
429,59.67100977897644,47.285385
430,59.80138301849365,113.43164
431,59.93217182159424,22.361595
432,60.076722621917725,70.40254
433,60.22579908370972,39.15643
434,60.369062662124634,70.895836
435,60.50303506851196,127.33822
436,60.641398429870605,57.554768
437,60.76736235618591,112.561485
438,60.88869643211365,53.477776
439,61.01120591163635,171.73662
440,61.13211274147034,47.26593
441,61.250345945358276,70.95143
442,61.3676643371582,211.67523
443,61.498204946517944,113.74707
444,61.62290930747986,110.883995
445,61.74623417854309,46.965317
446,61.868927001953125,73.087555
447,62.009397745132446,55.440117
448,62.160144090652466,101.836876
449,62.299803256988525,142.49231
450,62.43307185173035,131.48846
451,62.56728386878967,105.05662
452,62.70216107368469,15.703341
453,62.83786869049072,106.94904
454,62.97782301902771,92.1741
455,63.12542915344238,16.97863
456,63.274343967437744,70.46409
457,63.417651653289795,99.41025
458,63.569103479385376,116.49323
459,63.72683000564575,24.724228
460,63.89345955848694,129.28455
461,64.0496678352356,56.04328
462,64.20239186286926,91.06094
463,64.35453081130981,102.81465
464,64.50104808807373,50.354847
465,64.67216682434082,138.58197
466,64.81821799278259,85.47714
467,64.98389220237732,129.84898
468,65.12971687316895,61.85117
469,65.27869081497192,88.6797
470,65.40668630599976,31.87827
471,65.53838801383972,56.53739
472,65.68141508102417,75.1555
473,65.80858206748962,80.91291
474,65.93952941894531,27.351353
475,66.09039115905762,93.07144
476,66.24888253211975,81.98253
477,66.37861371040344,52.54445
478,66.51100492477417,180.04356
479,66.65027451515198,9.033741
480,66.7848265171051,87.139366
481,66.91322946548462,51.97331
482,67.03927540779114,112.94568
483,67.1813428401947,47.068287
484,67.33461046218872,56.17068
485,67.47941827774048,30.216417
486,67.61888813972473,27.835728
487,67.76641654968262,68.64222
488,67.90592432022095,61.347622
489,68.03755116462708,126.425865
490,68.17621159553528,95.16943
491,68.32142496109009,106.26653
492,68.46173810958862,120.0765
493,68.62387466430664,140.81244
494,68.76290583610535,84.54671
495,68.90623736381531,56.23148
496,69.0506203174591,108.25578
497,69.19354176521301,56.951736
498,69.3356077671051,25.117804
499,69.46880626678467,40.13507
500,69.60186696052551,108.43574
501,69.74349617958069,26.36938
502,69.88816976547241,56.79362
503,70.02664709091187,114.72347
504,70.16804218292236,96.63548
505,70.28946089744568,100.86712
506,70.41288566589355,134.61803
507,70.5383551120758,66.50286
508,70.67781186103821,61.570625
509,70.80491471290588,144.10829
510,70.9350893497467,148.06422
511,71.0638747215271,142.21579
512,71.19621086120605,58.609776
513,71.3347840309143,69.32016
514,71.48030090332031,101.05174
515,71.61941838264465,30.762587
516,71.75740885734558,60.637688
517,71.91341018676758,81.45055
518,72.04888081550598,126.101715
519,72.19695258140564,94.99964
520,72.3313856124878,125.09649
521,72.4615752696991,69.49145
522,72.58211946487427,132.49274
523,72.7023446559906,88.30717
524,72.82701349258423,115.296196
525,72.9670946598053,39.36343
526,73.11180472373962,77.31208
527,73.25214338302612,91.210106
528,73.38872790336609,60.24197
529,73.53242421150208,73.708466
530,73.67725014686584,33.477303
531,73.81253838539124,75.20566
532,73.93865323066711,127.39719
533,74.05217027664185,69.64252
534,74.16268610954285,91.20759
535,74.27167868614197,80.71593
536,74.37965226173401,50.013638
537,74.49010801315308,22.061049
538,74.59987926483154,97.895424
539,74.71550345420837,61.800884
540,74.82994103431702,46.571335
541,74.9403235912323,96.60304
542,75.05303621292114,83.500114
543,75.16488218307495,95.738174
544,75.27520608901978,138.32767
545,75.38800191879272,46.86299
546,75.49776482582092,41.20902
547,75.6131796836853,53.482746
548,75.7224509716034,122.69679
549,75.83739304542542,47.3172
550,75.94442892074585,126.65008
551,76.05276322364807,141.30626
552,76.15997838973999,102.005424
553,76.27601623535156,170.33714
554,76.41297101974487,107.12193
555,76.53060841560364,134.67535
556,76.639568567276,172.50041
557,76.75015807151794,151.85187
558,76.86934924125671,93.03421
559,76.98974227905273,96.85449
560,77.11039638519287,150.19046
561,77.2332124710083,173.0279
562,77.35889148712158,88.14975
563,77.49298119544983,85.73112
564,77.64764189720154,71.74992
565,77.77724766731262,41.485733
566,77.91138672828674,154.4984
567,78.04974722862244,72.84659
568,78.1831488609314,28.175056
569,78.31867027282715,120.33233
570,78.48301362991333,105.40588
571,78.64429759979248,86.81026
572,78.80298638343811,69.958916
573,79.00389695167542,55.504204
574,79.17822027206421,88.28707
575,79.328928232193,66.18887
576,79.47901391983032,171.92883
577,79.62509441375732,72.950775
578,79.75900506973267,187.81375
579,79.89119505882263,68.77078
580,80.02340579032898,75.40001
581,80.15721797943115,174.45221
582,80.29108619689941,96.458336
583,80.41975593566895,297.48108
584,80.56389236450195,92.5419
585,80.69522905349731,37.632816
586,80.84032130241394,36.757233
587,81.00415897369385,41.274097
588,81.16465067863464,24.65367
589,81.32996606826782,153.94643
590,81.49141073226929,65.65294
591,81.65034651756287,39.04087
592,81.8111925125122,76.03046
593,81.98139572143555,155.95421
594,82.16622304916382,52.846817
595,82.31463956832886,82.08615
596,82.46071362495422,94.21966
597,82.62062978744507,103.37366
598,82.81332063674927,132.57718
599,82.9712245464325,21.746574
600,83.14832949638367,102.63217
601,83.40690922737122,43.11901
602,83.72785639762878,98.26203
603,84.0213360786438,162.37468
604,84.313636302948,46.17524
605,84.58993601799011,26.505724
606,84.92441964149475,228.56714
607,85.23816299438477,60.42654
608,85.53713417053223,137.46677
609,85.82684445381165,60.84413
610,86.14328217506409,54.03163
611,86.45657420158386,70.466446
612,86.74113321304321,48.53206
613,87.02006554603577,167.81033
614,87.27260971069336,60.511658
615,87.47582507133484,55.658966
616,87.70161890983582,115.952965
617,87.89811253547668,95.7029
618,88.10920238494873,7.9828467
619,88.28119206428528,108.15532
620,88.46340751647949,57.60171
621,88.66467833518982,111.62137
622,88.94365429878235,102.659096
623,89.26409006118774,112.10227
624,89.4947772026062,106.59654
625,89.70160222053528,22.361355
626,89.89974403381348,168.29962
627,90.11776947975159,161.71637
628,90.34924960136414,99.372986
629,90.59606337547302,71.34049
630,90.80044674873352,80.46105
631,91.01835227012634,118.562065
632,91.2193284034729,47.716446
633,91.41294598579407,46.602463
634,91.58473038673401,57.433147
635,91.79870414733887,96.01843
636,91.99454998970032,236.7177
637,92.18306303024292,43.297012
638,92.3451030254364,98.72942
639,92.51195693016052,118.76315
640,92.68785285949707,66.9753
641,92.85743260383606,160.64345
642,93.02398133277893,46.72902
643,93.19506573677063,49.273872
644,93.35834765434265,42.026924
645,93.53672528266907,91.73463
646,93.72211170196533,76.72362
647,93.89183807373047,79.00284
648,94.05003142356873,96.26516
649,94.21148419380188,49.160927
650,94.37948846817017,6.123949
651,94.6197247505188,43.039932
652,94.79240202903748,44.838985
653,94.94682097434998,157.97624
654,95.10873436927795,156.24507
655,95.280264377594,51.7839
656,95.44576048851013,28.004845
657,95.6199369430542,38.336296
658,95.78706336021423,105.376976
659,95.95827913284302,111.41454
660,96.12148523330688,83.03753
661,96.2990038394928,132.68036
662,96.44325876235962,42.572823
663,96.57839274406433,28.657175
664,96.71676349639893,202.1265
665,96.85249447822571,90.20804
666,96.9924488067627,98.55439
667,97.15254211425781,22.856913
668,97.29440140724182,23.92842
669,97.47016167640686,31.442474
670,97.67185950279236,107.30547
671,97.86964797973633,56.850937
672,98.0117552280426,71.822426
673,98.14979290962219,27.61775
674,98.29434156417847,175.7604
675,98.43319630622864,109.40807
676,98.57201480865479,40.563633
677,98.71138381958008,8.492372
678,98.84849858283997,45.990982
679,98.98272490501404,98.55931
680,99.1452431678772,81.23764
681,99.337806224823,11.692592
682,99.4917380809784,77.465256
683,99.64726734161377,162.8028
684,99.82221531867981,128.0729
685,99.97829842567444,128.25226
686,100.14100980758667,79.48277
687,100.30513000488281,66.782684
688,100.46271753311157,127.61112
689,100.61282062530518,91.84469
690,100.79964208602905,128.66916
691,101.01398301124573,102.23655
692,101.23700833320618,38.798378
693,101.47974872589111,154.39532
694,101.75570487976074,83.594955
695,101.98670864105225,81.06599
696,102.20697593688965,118.65115
697,102.43347907066345,110.131454
698,102.65756368637085,26.519014
699,102.87681651115417,46.30059
700,103.15118432044983,100.70694
701,103.4063994884491,106.67207
702,103.59778428077698,95.60723
703,103.81464886665344,42.604385
704,104.01807117462158,37.885536
705,104.1887195110321,199.46613
706,104.35408306121826,141.74364
707,104.52048373222351,88.433784
708,104.70295333862305,51.186512
709,104.8854238986969,98.70507
710,105.04779887199402,146.95465
711,105.2123818397522,83.29788
712,105.3798234462738,174.46893
713,105.54401564598083,38.787292
714,105.72490906715393,59.07354
715,105.90093922615051,88.351326
716,106.0629825592041,97.88036
717,106.23235011100769,55.343746
718,106.39967203140259,86.54909
719,106.56322860717773,196.7158
720,106.7206289768219,54.712402
721,106.90506219863892,49.333595
722,107.07897448539734,67.16694
723,107.24595737457275,129.0647
724,107.41190147399902,110.87264
725,107.5663013458252,89.44116
726,107.72076845169067,98.75901
727,107.87336039543152,12.548649
728,108.02590227127075,68.11507
729,108.17572212219238,72.14502
730,108.33234238624573,97.78687
731,108.48477172851562,51.11625
732,108.63580203056335,85.201614
733,108.79366159439087,37.94846
734,108.99376797676086,158.15527
735,109.22304463386536,163.18329
736,109.45472383499146,68.635056
737,109.6676275730133,135.47717
738,109.93048524856567,47.47937
739,110.15945553779602,71.028175
740,110.36991786956787,64.01571
741,110.58914351463318,7.5485983
742,110.80367588996887,20.453278
743,111.0083875656128,97.99075
744,111.21443223953247,143.53928
745,111.42344164848328,111.81032
746,111.63463401794434,49.534588
747,111.84281301498413,61.72829
748,112.03849840164185,19.157228
749,112.24148917198181,78.41327
750,112.44241523742676,61.244453
751,112.64152693748474,71.373146
752,112.84358525276184,36.221634
753,113.0444827079773,9.6844
754,113.25185775756836,12.872254
755,113.44789695739746,39.41135
756,113.65377736091614,10.914019
757,113.86418390274048,127.14212
758,114.04947209358215,112.0075
759,114.2101469039917,95.28191
760,114.37463045120239,19.14826
761,114.54362654685974,59.23548
762,114.70608019828796,128.3409
763,114.8732521533966,21.087349
764,115.03783988952637,46.142456
765,115.20701146125793,80.32928
766,115.37320709228516,85.270226
767,115.54407954216003,27.960827
768,115.71169447898865,99.2309
769,115.87456774711609,38.246048
770,116.04058790206909,122.41489
771,116.20056366920471,45.625397
772,116.36473631858826,61.155457
773,116.52600646018982,112.54907
774,116.68206810951233,26.214617
775,116.85084438323975,49.346172
776,117.0109326839447,97.74846
777,117.17540264129639,138.05914
778,117.3445291519165,13.969637
779,117.51732063293457,54.10475
780,117.67720794677734,53.725185
781,117.84436964988708,45.03943
782,118.00771760940552,109.05322
783,118.15428638458252,37.843895
784,118.30604004859924,14.453722
785,118.45788383483887,124.46102
786,118.60419297218323,104.58847
787,118.74851536750793,43.094727
788,118.89996600151062,32.903915
789,119.04634976387024,57.852146
790,119.19725155830383,43.208782
791,119.36241292953491,164.66197
792,119.50878620147705,98.48282
793,119.66014170646667,105.04817
794,119.80513405799866,69.294266
795,119.9574966430664,10.015343
796,120.1096739768982,41.70864
797,120.2547836303711,235.46826
798,120.40253496170044,42.85223
799,120.54721283912659,168.17516
800,120.69259405136108,190.45566
801,120.84165287017822,157.11322
802,120.99019289016724,106.638435
803,121.13791227340698,63.99317
804,121.28041934967041,64.88185
805,121.42790412902832,104.293915
806,121.57566452026367,112.75539
807,121.71455812454224,69.6911
808,121.86550521850586,37.567673
809,122.00592684745789,58.228287
810,122.14183163642883,103.849815
811,122.278085231781,60.330276
812,122.41441059112549,25.11353
813,122.54667282104492,110.594
814,122.67927932739258,40.40815
815,122.81640458106995,22.925266
816,122.95181131362915,107.43692
817,123.0813536643982,56.656757
818,123.21341681480408,125.82992
819,123.3481810092926,8.436108
820,123.48362922668457,94.942276
821,123.61938834190369,103.336006
822,123.75161170959473,116.66957
823,123.88939070701599,118.77265
824,124.0245521068573,187.86876
825,124.15710878372192,64.65682
826,124.29071712493896,109.52967
827,124.4268262386322,16.341843
828,124.55607604980469,128.25328
829,124.68837356567383,62.207718
830,124.82852292060852,110.04117
831,124.97447848320007,112.51663
832,125.10731053352356,20.105398
833,125.25570487976074,92.662994
834,125.39024686813354,102.72726
835,125.52647280693054,80.227646
836,125.65936017036438,57.324062
837,125.79745125770569,93.22843
838,125.93173432350159,84.36986
839,126.07314395904541,92.87169
840,126.21485352516174,63.92218
841,126.3598153591156,66.72391
842,126.50137567520142,77.16969
843,126.65172123908997,118.42432
844,126.81152272224426,48.96687
845,126.97001338005066,16.64081
846,127.12085318565369,98.56203
847,127.26555895805359,31.157911
848,127.41897988319397,104.462654
849,127.56619071960449,139.57378
850,127.71679735183716,56.64705
851,127.86663436889648,40.29584
852,128.02072978019714,41.269104
853,128.17181062698364,114.567314
854,128.32027316093445,64.03719
855,128.46159553527832,89.59994
856,128.60931587219238,22.595133
857,128.7540261745453,63.51247
858,128.90559101104736,86.52657
859,129.05228304862976,92.24057
860,129.20556473731995,46.35851
861,129.37095594406128,121.10517
862,129.52599835395813,79.076256
863,129.67512392997742,4.806446
864,129.82925462722778,156.82098
865,129.98153519630432,137.73003
866,130.11193561553955,71.32005
867,130.2482671737671,144.76057
868,130.38466906547546,54.073925
869,130.52166414260864,95.813
870,130.65639066696167,90.54871
871,130.7887134552002,120.67282
872,130.92621541023254,143.91742
873,131.06264853477478,70.63318
874,131.1987543106079,128.53876
875,131.32870388031006,47.02462
876,131.46334218978882,6.0345592
877,131.5965769290924,152.90858
878,131.7316119670868,31.288155
879,131.8642692565918,36.13663
880,132.0050506591797,30.072605
881,132.14217138290405,11.454073
882,132.27794241905212,91.93163
883,132.41481280326843,178.01285
884,132.557950258255,55.106853
885,132.6931881904602,180.61096
886,132.82958698272705,186.00694
887,132.9646589756012,49.418755
888,133.10196805000305,63.30591
889,133.23710346221924,131.48474
890,133.37399673461914,26.119202
891,133.51076865196228,75.12952
892,133.65103816986084,86.41825
893,133.78981280326843,132.43007
894,133.94346690177917,139.25127
895,134.08218002319336,204.31384
896,134.21938228607178,164.11357
897,134.35396218299866,106.27703
898,134.4940083026886,89.844955
899,134.62632727622986,203.28375
900,134.7678418159485,67.35551
901,134.90280842781067,131.97247
902,135.04231905937195,94.7194
903,135.1805112361908,126.75628
904,135.31811332702637,82.7048
905,135.44656920433044,45.98434
906,135.58537554740906,60.731216
907,135.72252130508423,85.67764
908,135.86066484451294,129.23747
909,135.99388599395752,100.034515
910,136.1374650001526,130.48943
911,136.2731475830078,117.26523
912,136.41140270233154,63.393826
913,136.54979372024536,93.34732
914,136.6929428577423,137.85078
915,136.82985830307007,91.923164
916,136.97107005119324,106.261795
917,137.1106252670288,28.805428
918,137.25082159042358,113.17342
919,137.3894715309143,100.86536
920,137.52905011177063,88.31204
921,137.66554355621338,87.902115
922,137.8060953617096,37.98256
923,137.94676113128662,118.22796
924,138.09378862380981,70.88486
925,138.23514676094055,15.158888
926,138.38140606880188,57.959743
927,138.52174520492554,64.905304
