episode_length,episode_return,episodes,jobs_completed,makespan,steps,steps_per_second,Steps Between epsiodes
1281,62669.57,1,111,37739.0001698548,1281,36.6611631902,1281
1281,48294.074,2,56,23649.9999475246,2562,14.117504326,1281
1281,36451.684,3,84,51686.9999568397,3843,12.5850404339,1281
1281,30513.395,4,105,34584.9999807565,5124,12.4358461206,1281
1281,48480.004,5,84,30447.0001296396,6405,12.3584193729,1281
1281,35317.56,6,64,36764.0002674749,7686,11.9979756753,1281
1281,31317.203,7,58,34506.0000455996,8967,12.262318703,1281
1281,44443.734,8,74,31124.9999508425,10248,11.9275329212,1281
1281,42410.05,9,71,22422.9999913089,11529,13.53905145,1281
1281,45505.41,10,91,32093.0000222032,12810,13.542905247,1281
1281,61467.418,11,75,19633.0001277069,14091,13.6505600222,1281
1281,43344.785,12,59,31219.0002115094,15372,14.0585452777,1281
1281,49435.22,13,77,23631.9999478885,16653,13.9756313152,1281
1281,71618.516,14,96,18153.0000538123,17934,14.2010469714,1281
1281,50347.965,15,62,37010.0001707778,19215,14.3826925958,1281
1281,78616.12,16,104,19994.0001553413,20496,14.1143608417,1281
1281,74656.62,17,108,23409.9999503093,21777,13.5222979982,1281
1281,90649.375,18,115,22537.9999291582,23058,13.6953389336,1281
1243,79996.9,19,160,45493.000106652,24301,13.5116584655,1243
1281,77643.54,20,105,21307.000042398,25582,13.5293385316,1281
1281,96780.73,21,133,24174.0000096965,26863,13.6371841166,1281
1281,95745.81,22,125,21822.0000419673,28144,13.9007936725,1281
1281,74757.16,23,148,41513.0000847403,29425,13.8471533023,1281
1281,96859.23,24,137,16522.0000850246,30706,13.9263305798,1281
1281,99703,25,120,26098.0000156187,31987,13.957495045,1281
1144,101145.74,26,160,33057.0000263443,33131,13.9247428066,1144
1281,87727.43,27,123,24581.999854485,34412,13.9480661356,1281
1281,89777.24,28,124,19865.0000362867,35693,13.0960076609,1281
1281,102860.32,29,141,17087.0001015381,36974,12.9519615838,1281
1209,107140.36,30,160,25535.0001519336,38183,13.5026673988,1209
1110,88124.33,31,160,46563.0000460672,39293,13.5483286213,1110
1082,108202.59,32,160,25034.0001135517,40375,13.5378012759,1082
1138,100186.88,33,160,22718.0001430376,41513,13.5214032518,1138
1139,80121.44,34,160,38353.0001107219,42652,13.9221931876,1139
1116,114271.78,35,160,18166.0001147958,43768,13.7915485572,1116
1143,112234.94,36,160,21345.9998943075,44911,13.6678654754,1143
1116,75113.17,37,160,30036.0000136762,46027,13.5223419955,1116
1258,99068.18,38,160,21499.9999517493,47285,13.8538865609,1258
1099,116240.95,39,160,22268.0000758765,48384,13.732844669,1099
1276,109077.54,40,160,19413.0001446197,49660,13.748865464,1276
1128,116274.85,41,160,17414.0000851708,50788,12.9550259994,1128
1070,115253.65,42,160,17087.0000957104,51858,12.0217653405,1070
1098,115257.85,43,160,19135.0001197727,52956,12.8183404705,1098
1042,123317.02,44,160,15733.9999771165,53998,11.3473153447,1042
1095,100176.24,45,160,29245.0001197634,55093,12.0566285688,1095
1122,113218.28,46,160,23923.000105992,56215,11.826682192,1122
1124,113191.695,47,160,28442.0000540384,57339,12.7821283504,1124
1117,121279.266,48,160,17714.9999396084,58456,12.2743125203,1117
1150,111228.24,49,160,20365.9999858972,59606,13.0053085671,1150
1133,116229.53,50,160,23373.0000740837,60739,13.0365179886,1133
1052,121299.08,51,160,16526.9999826571,61791,13.4059693743,1052
1103,111227.65,52,160,22344.9999638635,62894,13.7399047049,1103
1139,114220.33,53,160,24523.0000281928,64033,13.0041443326,1139
1064,115269.414,55,160,18255.00010380172,66179,11.47501500401451
1133,119250.0,56,160,21871.000154039357,67312,11.079589135330625
1154,119259.33,57,160,19493.00003299606,68466,11.388077521551898
1123,112194.79,58,160,29293.00000819727,69589,11.925077784290547
1176,116171.48,59,160,24518.000024529174,70765,11.501186129263639
1167,106135.836,60,160,39615.00007061171,71932,11.77867741098014
1111,105155.68,61,160,40492.00004206039,73043,11.42738632764808
1123,104184.016,62,160,27977.00007251813,74166,11.977002747329506
1103,126290.92,63,160,16530.9999360051,75269,12.082889160906754
1096,116249.92,64,160,20747.00008054031,76365,11.693541221826132
1127,114154.2,65,160,31583.000046636444,77492,11.169715976587149
1150,86109.03,66,160,44865.00001856941,78642,10.975547081160931
1156,122260.445,67,160,19245.000064896885,79798,11.744893081251222
1094,120260.016,68,160,18752.00012325542,80892,11.336368868688924
1141,113236.01,69,160,20061.000083965482,82033,11.488805411048004
1132,116258.84,70,160,18940.000114350114,83165,12.001618667653512
1128,97174.64,71,160,33033.00004510209,84293,12.004109592377736
1193,100119.97,72,160,38399.00021745823,85486,11.130446839999625
1175,92146.44,73,160,31008.000175605994,86661,10.266818458059781
1112,105210.58,74,160,21649.999980584253,87773,12.284037964946261
1141,96157.27,75,160,36169.00002551614,88914,12.402667254312366
1174,93143.86,76,160,35248.000027772505,90088,11.330850856976047
1159,73092.32,77,160,52454.00009694975,91247,11.309410432382858
1163,79106.62,78,160,49544.00007799151,92410,11.482781048030157
1179,79090.22,79,160,52570.00009984011,93589,11.492080795901389
1281,78792.03,80,155,47918.00014058361,94870,10.682972148370656
1182,77087.34,81,160,62139.00019912049,96052,11.52156936033718
1190,69057.72,82,160,62709.00005800533,97242,11.484759672775883
1281,64724.492,83,140,64038.00009660423,98523,12.074292440992341
1200,76064.68,84,160,62619.00011255522,99723,10.741505099114478
1187,87079.055,85,160,64772.000208981335,100910,10.924953772068148
1281,66567.47,86,98,39326.00011990173,102191,11.011841147452422
1281,49660.72,87,130,88655.00014275429,103472,10.747453121374226
1177,49045.207,88,160,96826.00016122218,104649,10.636878961802845
1281,50607.613,89,113,67864.00011400925,105930,11.925844577890773
1281,52693.19,90,135,80471.00003142841,107211,11.398796116562115
1281,63719.715,91,145,76920.00012129429,108492,10.978933141032968
1176,67057.45,92,160,81498.00015189685,109668,11.204543519267427
1175,66069.484,93,160,76613.00019240938,110843,11.654506549391298
1201,71048.2,94,160,83467.00019389857,112044,12.097742163867897
1264,69985.3,95,160,78419.00014934363,113308,12.283586411785969
1169,62067.246,96,160,88684.00018439861,114477,12.092049464541239
1227,65013.69,97,160,86161.00008317153,115704,11.433170411595876
1190,73062.02,98,160,76142.00011476758,116894,11.138349435027585
1281,54631.797,99,117,76366.00013613468,118175,11.653074817088928
1251,66988.516,100,160,77664.000242732,119426,11.317835383140737
1281,61654.402,101,120,69144.00024803123,120707,10.878318385591118
