learner_steps,learner_walltime,loss
1,0,168.45235
2,0.15279293060302734,900.6635
3,0.3094484806060791,522.9657
4,0.459078311920166,1491.6245
5,0.6077213287353516,424.93478
6,0.7553765773773193,936.3292
7,0.9040844440460205,876.53784
8,1.0547094345092773,364.76355
9,1.2057111263275146,668.9901
10,1.3577909469604492,1218.7859
11,1.5061874389648438,549.0437
12,1.654292345046997,440.7528
13,1.8037519454956055,1111.7185
14,1.954484462738037,629.3056
15,2.105677843093872,1274.46
16,2.2590880393981934,1035.501
17,2.4050986766815186,989.4149
18,2.5598905086517334,433.61874
19,2.7055978775024414,845.2389
20,2.8496291637420654,488.19998
21,2.997239351272583,612.2068
22,3.1452810764312744,436.80447
23,3.2939188480377197,1054.3125
24,3.4370808601379395,351.70227
25,3.5781538486480713,715.6038
26,3.712286949157715,582.05444
27,3.8468379974365234,1134.8303
28,3.9789834022521973,960.7278
29,4.117332458496094,649.94086
30,4.250924825668335,914.31226
31,4.387180328369141,654.3169
32,4.5277581214904785,657.4176
33,4.665865182876587,1056.0304
34,4.79952597618103,601.4332
35,4.94306755065918,329.5719
36,5.0908708572387695,503.49622
37,5.233447790145874,754.8854
38,5.372534275054932,764.53564
39,5.515730619430542,660.7153
40,5.65512490272522,463.41492
41,5.792384624481201,711.4304
42,5.927930593490601,493.13855
43,6.062582731246948,1413.7306
44,6.200721263885498,690.47046
45,6.340895652770996,685.9312
46,6.478919982910156,481.27637
47,6.609984397888184,440.94775
48,6.737347841262817,1023.9301
49,6.874064207077026,572.82965
50,7.005170822143555,341.82208
51,7.138227462768555,941.13855
52,7.2733049392700195,1144.1605
53,7.4061219692230225,315.85706
54,7.5311596393585205,854.6724
55,7.66093897819519,113.72521
56,7.787797451019287,883.43005
57,7.916900873184204,716.9069
58,8.065551280975342,281.90417
59,8.22497820854187,692.14355
60,8.349972009658813,1163.7739
61,8.477323770523071,827.96124
62,8.60927128791809,570.25494
63,8.761584520339966,812.35675
64,8.87805962562561,686.86597
65,8.990570783615112,560.74756
66,9.098898649215698,464.88553
67,9.208769798278809,186.18727
68,9.319018363952637,1469.9517
69,9.43479037284851,925.5349
70,9.5452241897583,620.2862
71,9.652863264083862,506.11197
72,9.766096115112305,366.79285
73,9.879418134689331,720.7257
74,9.988486051559448,307.4049
75,10.100986957550049,727.69446
76,10.209460735321045,409.37088
77,10.320019960403442,389.4417
78,10.43149447441101,711.91693
79,10.544193506240845,309.73926
80,10.65540862083435,663.0593
81,10.764749765396118,529.7287
82,10.869851112365723,474.9677
83,10.990081787109375,703.42926
84,11.103209257125854,429.48813
85,11.227103233337402,471.3017
86,11.340740203857422,237.4345
87,11.469183683395386,512.9505
88,11.585460186004639,238.22092
89,11.718105554580688,528.1922
90,11.839933395385742,726.25183
91,11.960983514785767,361.8778
92,12.087255239486694,259.1551
93,12.213056087493896,228.25418
94,12.344366550445557,590.8301
95,12.464876174926758,235.18935
96,12.594872951507568,317.3245
97,12.713353157043457,289.41245
98,12.837997198104858,285.14398
99,12.955967664718628,361.02817
100,13.081805944442749,291.21133
101,13.202108383178711,361.42126
102,13.331620693206787,340.50616
103,13.456447839736938,179.06857
104,13.583757162094116,422.92767
105,13.725222826004028,208.164
106,13.87000823020935,283.6943
107,14.016590356826782,159.10316
108,14.155073165893555,232.97862
109,14.303385019302368,252.65402
110,14.437589168548584,162.62648
111,14.585938930511475,441.9608
112,14.723255395889282,145.00502
113,14.877045154571533,135.89044
114,15.018119812011719,308.65054
115,15.16915774345398,353.70062
116,15.32726240158081,204.86935
117,15.466220140457153,282.1298
