average_flow_time,average_tardiness,episode_length,episode_return,episodes,jobs_completed,makespan,penalty_count,steps,steps_per_second,total_major_setups,total_minor_setups,total_tardiness
10406.537496260084,-23771.296268153732,1139,106205.484,81,160,26477.999937944114,54,99009,13.209104574204986,146,74,-1283649.9984803016
12130.362561017653,-30457.000108932185,1134,100159.2,82,160,33805.00019592466,60,100143,14.074742346504564,154,71,-1827420.006535931
10448.450052160872,-23856.186530435403,1143,101207.11,83,160,23940.00021470245,59,101286,14.35219856505062,154,71,-1407515.0052956888
10779.287537794939,-26784.056662572373,1139,107206.62,84,160,28608.00007189042,53,102425,16.83961999469726,152,75,-1419555.0031163357
11844.787602407785,-29493.28320799198,1162,107182.24,85,160,34802.0002913964,53,103587,16.426412239667556,153,63,-1563144.0100235748
10880.47502946719,-26012.745474945797,1147,105166.41,86,160,30651.000023680972,55,104734,16.69530623670082,150,62,-1430701.0011220188
11058.275073520228,-26424.98161704536,1152,106179.01,87,160,31796.000232445076,54,105886,16.61718020711739,147,74,-1426949.0073204495
13047.918774265076,-31655.278714604287,1107,99165.69,88,160,32834.999994005775,61,106993,16.89917184278951,151,67,-1930972.0015908615
12250.950017711053,-29376.866694949353,1175,100145.02,89,160,34789.00004777475,60,108168,16.95852523652356,146,69,-1762612.0016969612
11656.381281488022,-29645.288514569467,1133,108168.8,90,160,31390.00008943607,52,109301,16.6966325398529,144,65,-1541555.0027576124
11641.212523212896,-28927.53705527008,1170,106164.11,91,160,33289.000018091174,54,110471,17.294615737475585,152,71,-1562087.0009845844
12821.181317874507,-32840.5334457479,1142,100157.63,92,160,35932.00018367381,60,111613,17.418538016798514,149,69,-1970432.006744874
10536.775010798658,-25092.428591594584,1152,111202.375,93,160,26731.000029674033,49,112765,17.166351803489736,148,66,-1229529.0009881346
10433.706317668584,-26061.019367870198,1136,108208.67,94,160,23953.00021761097,52,113901,16.637331368231255,150,74,-1355173.0071292503
10255.481283872512,-24836.274557288703,1154,109212.68,95,160,25024.000010240125,51,115055,16.595428297869578,151,65,-1266650.002421724
9973.012522853758,-23132.188694285436,1141,107222.46,96,160,23979.000004146947,53,116196,16.01911086241964,152,77,-1226006.000797128
9921.037526460277,-24262.1702654311,1133,113223.305,97,160,24514.00010738871,47,117329,16.41363205881735,154,71,-1140322.0024752617
12051.21250968334,-27845.35595343383,1140,101177.555,98,160,30810.000053340336,59,118469,15.498315455511575,154,63,-1642876.001252596
10458.218760177071,-25120.56820052549,1166,116208.11,99,160,28804.0000299213,44,119635,13.984521057397302,153,69,-1105305.0008231215
11195.306285689468,-27742.91940170648,1151,98152.375,100,160,33490.00006757327,62,120786,14.838809545845145,151,63,-1720061.0029058019
