average_flow_time,average_tardiness,episode_length,episode_return,episodes,jobs_completed,makespan,penalty_count,steps,steps_per_second,total_major_setups,total_minor_setups,total_tardiness
0,0,1,-1.0,893,0,0,0,1795,14.959248453895043,0,0,0
0,0,1,-1.0,894,0,0,0,1796,14.829036500685891,0,0,0
0,0,1,-1.0,895,0,0,0,1797,14.602749741493662,0,0,0
0,0,1,-1.0,896,0,0,0,1798,14.751690834848608,0,0,0
0,0,1,-1.0,897,0,0,0,1799,14.994866221453188,0,0,0
0,0,1,-1.0,898,0,0,0,1800,15.092147542576274,0,0,0
0,0,1,-1.0,899,0,0,0,1801,14.70004135620308,0,0,0
0,0,1,-1.0,900,0,0,0,1802,14.818348831293632,0,0,0
0,0,1,-1.0,901,0,0,0,1803,14.55541867220061,0,0,0
0,0,1,-1.0,902,0,0,0,1804,13.268746994659985,0,0,0
0,0,1,-1.0,903,0,0,0,1805,13.947260961805764,0,0,0
0,0,1,-1.0,904,0,0,0,1806,14.974469558760001,0,0,0
0,0,1,-1.0,905,0,0,0,1807,14.701999383079555,0,0,0
0,0,1,-1.0,906,0,0,0,1808,14.626887948861912,0,0,0
0,0,1,-1.0,907,0,0,0,1809,14.493553704158042,0,0,0
0,0,1,-1.0,908,0,0,0,1810,14.539172152258539,0,0,0
0,0,1,-1.0,909,0,0,0,1811,14.763373717890053,0,0,0
0,0,1,-1.0,910,0,0,0,1812,14.417726261803358,0,0,0
0,0,1,-1.0,911,0,0,0,1813,14.013384250953035,0,0,0
0,0,1,-1.0,912,0,0,0,1814,14.648854615242227,0,0,0
0,0,1,-1.0,913,0,0,0,1815,12.931612943008217,0,0,0
0,0,1,-1.0,914,0,0,0,1816,13.437080321902712,0,0,0
0,0,1,-1.0,915,0,0,0,1817,13.325149476118767,0,0,0
0,0,1,-1.0,916,0,0,0,1818,13.0039809015936,0,0,0
0,0,1,-1.0,917,0,0,0,1819,14.460624030339597,0,0,0
0,0,1,-1.0,918,0,0,0,1820,14.239749583261188,0,0,0
0,0,1,-1.0,919,0,0,0,1821,14.615623715040387,0,0,0
0,0,1,-1.0,920,0,0,0,1822,14.866143518420063,0,0,0
0,0,1,-1.0,921,0,0,0,1823,14.595127654613973,0,0,0
0,0,1,-1.0,922,0,0,0,1824,15.039816408491108,0,0,0
0,0,1,-1.0,923,0,0,0,1825,14.670682098797819,0,0,0
0,0,1,-1.0,924,0,0,0,1826,15.090138514121245,0,0,0
0,0,1,-1.0,925,0,0,0,1827,14.58163070194651,0,0,0
0,0,2,-1.0,926,0,0,0,1829,14.967629583370506,0,0,0
0,0,1,-1.0,927,0,0,0,1830,14.607225072177586,0,0,0
0,0,1,-1.0,928,0,0,0,1831,14.443643225857551,0,0,0
0,0,1,-1.0,929,0,0,0,1832,14.789662796150877,0,0,0
0,0,1,-1.0,930,0,0,0,1833,14.831186373553322,0,0,0
0,0,1,-1.0,931,0,0,0,1834,14.526734319260209,0,0,0
0,0,1,-1.0,932,0,0,0,1835,14.747230260220173,0,0,0
0,0,1,-1.0,933,0,0,0,1836,14.855402313506316,0,0,0
0,0,1,-1.0,934,0,0,0,1837,14.549561706275561,0,0,0
0,0,1,-1.0,935,0,0,0,1838,14.64967325283699,0,0,0
0,0,1,-1.0,936,0,0,0,1839,14.970835043635,0,0,0
0,0,1,-1.0,937,0,0,0,1840,14.621381087007297,0,0,0
0,0,1,-1.0,938,0,0,0,1841,14.82321923980845,0,0,0
0,0,1,-1.0,939,0,0,0,1842,15.144406652368263,0,0,0
0,0,1,-1.0,940,0,0,0,1843,14.498112685793295,0,0,0
0,0,1,-1.0,941,0,0,0,1844,13.842861574816663,0,0,0
0,0,1,-1.0,942,0,0,0,1845,14.61241582095688,0,0,0
0,0,1,-1.0,943,0,0,0,1846,14.78648231320816,0,0,0
0,0,1,-1.0,944,0,0,0,1847,14.602292191786544,0,0,0
0,0,1,-1.0,945,0,0,0,1848,14.913770236490931,0,0,0
0,0,1,-1.0,946,0,0,0,1849,14.656276862651916,0,0,0
0,0,1,-1.0,947,0,0,0,1850,14.86182410885125,0,0,0
0,0,1,-1.0,948,0,0,0,1851,15.048935994632433,0,0,0
0,0,1,-1.0,949,0,0,0,1852,14.782730060268566,0,0,0
0,0,1,-1.0,950,0,0,0,1853,14.899413160549612,0,0,0
0,0,1,-1.0,951,0,0,0,1854,14.636432793841559,0,0,0
0,0,1,-1.0,952,0,0,0,1855,14.343178592801573,0,0,0
0,0,1,-1.0,953,0,0,0,1856,14.758594481234649,0,0,0
0,0,1,-1.0,954,0,0,0,1857,14.66591139550334,0,0,0
0,0,1,-1.0,955,0,0,0,1858,15.098721345467112,0,0,0
0,0,1,-1.0,956,0,0,0,1859,14.81756358125223,0,0,0
0,0,1,-1.0,957,0,0,0,1860,14.82845981156423,0,0,0
0,0,1,-1.0,958,0,0,0,1861,14.76036036036036,0,0,0
0,0,1,-1.0,959,0,0,0,1862,14.144619431423465,0,0,0
0,0,1,-1.0,960,0,0,0,1863,14.82080982046,0,0,0
0,0,1,-1.0,961,0,0,0,1864,14.57843771071858,0,0,0
0,0,1,-1.0,962,0,0,0,1865,14.78215696709323,0,0,0
0,0,1,-1.0,963,0,0,0,1866,14.709578769801606,0,0,0
0,0,1,-1.0,964,0,0,0,1867,14.744482644674584,0,0,0
0,0,1,-1.0,965,0,0,0,1868,15.035449399736882,0,0,0
0,0,2,-1.0,966,0,0,0,1870,15.03008845752086,0,0,0
0,0,1,-1.0,967,0,0,0,1871,14.754337334140061,0,0,0
0,0,1,-1.0,968,0,0,0,1872,15.101221979794488,0,0,0
0,0,1,-1.0,969,0,0,0,1873,14.672221697502685,0,0,0
0,0,1,-1.0,970,0,0,0,1874,14.751794601248571,0,0,0
0,0,1,-1.0,971,0,0,0,1875,14.930599458920689,0,0,0
0,0,1,-1.0,972,0,0,0,1876,14.676893790941156,0,0,0
0,0,1,-1.0,973,0,0,0,1877,15.061743645726352,0,0,0
0,0,1,-1.0,974,0,0,0,1878,13.97831085990042,0,0,0
0,0,1,-1.0,975,0,0,0,1879,15.769186520841714,0,0,0
0,0,1,-1.0,976,0,0,0,1880,15.69272327959383,0,0,0
0,0,1,-1.0,977,0,0,0,1881,15.182451313979584,0,0,0
0,0,1,-1.0,978,0,0,0,1882,15.570675497082101,0,0,0
0,0,1,-1.0,979,0,0,0,1883,15.191964851659078,0,0,0
0,0,1,-1.0,980,0,0,0,1884,14.945442754266127,0,0,0
0,0,1,-1.0,981,0,0,0,1885,15.619847760349169,0,0,0
0,0,1,-1.0,982,0,0,0,1886,15.59847076149532,0,0,0
0,0,1,-1.0,983,0,0,0,1887,14.928261271906722,0,0,0
0,0,1,-1.0,984,0,0,0,1888,15.700947453928134,0,0,0
0,0,1,-1.0,985,0,0,0,1889,15.289599160117234,0,0,0
0,0,1,-1.0,986,0,0,0,1890,15.432717639267054,0,0,0
0,0,1,-1.0,987,0,0,0,1891,15.658801744220776,0,0,0
0,0,1,-1.0,988,0,0,0,1892,15.49291529380476,0,0,0
0,0,1,-1.0,989,0,0,0,1893,14.961276146448649,0,0,0
