average_flow_time,average_tardiness,episode_length,episode_return,episodes,jobs_completed,makespan,penalty_count,steps,steps_per_second,total_major_setups,total_minor_setups,total_tardiness
0,0,104,8999.0,892,9,1558.9999810955487,0,17833,14.214161110955786,19,4,0
0,0,14,-1.0,893,0,204.9999952595681,0,17847,13.686349487521632,3,0,0
0,0,27,999.0,894,1,410.99999568541534,0,17874,13.670023670151865,6,0,0
0,0,20,-1.0,895,0,194.99999433988705,0,17894,14.773055955321965,4,0,0
0,0,1,-1.0,896,0,0,0,17895,59.906647241980174,0,0,0
0,0,10,-1.0,897,0,89.99999771360308,0,17905,14.685634995635594,1,0,0
0,0,4,-1.0,898,0,0,0,17909,14.102482717809398,0,0,0
0,0,16,-1.0,899,0,145.99999466910958,0,17925,15.049091231193923,3,0,0
0,0,30,1999.0,900,2,364.99999871477485,0,17955,16.054342472919352,6,0,0
0,0,3,-1.0,901,0,0,0,17958,12.708227834677757,0,0,0
0,0,78,4999.0,902,5,1525.0000184145756,0,18036,16.740260372895772,17,1,0
0,0,77,6999.0,903,7,1082.999978205189,0,18113,16.5013426953622,13,2,0
0,0,19,999.0,904,1,254.999994172249,0,18132,13.80383505607499,4,0,0
0,0,35,999.0,905,1,514.9999976274557,0,18167,14.195081928376068,9,0,0
0,0,14,-1.0,906,0,199.99999932944775,0,18181,14.060138436209105,3,0,0
0,0,45,2999.0,907,3,1037.999996044673,0,18226,14.588602700516141,9,2,0
0,0,19,1999.0,908,2,271.00000659935176,0,18245,15.496581746876396,4,0,0
0,0,12,999.0,909,1,145.99999466910958,0,18257,14.950485897160183,3,0,0
0,0,28,1999.0,910,2,491.00000197067857,0,18285,15.556479085011734,6,0,0
0,0,27,999.0,911,1,491.00000197067857,0,18312,15.585229909449879,5,0,0
0,0,7,-1.0,912,0,76.0000030323863,0,18319,18.158350516484074,0,0,0
0,0,7,-1.0,913,0,48.00000151619315,0,18326,14.712387114490536,0,0,0
0,0,11,999.0,914,1,145.99999466910958,0,18337,17.20079335490702,2,0,0
0,0,4,-1.0,915,0,0,0,18341,17.300504355232725,0,0,0
0,0,29,999.0,916,1,296.99999884469435,0,18370,16.316993510083257,7,0,0
0,0,28,1999.0,917,2,287.00000149197876,0,18398,16.62965159870662,6,0,0
0,0,15,-1.0,918,0,194.00000096648,0,18413,18.408482444595684,4,0,0
0,0,2,-1.0,919,0,0,0,18415,17.735275587221718,0,0,0
0,0,9,-1.0,920,0,76.0000030323863,0,18424,15.913495137895579,1,0,0
0,0,16,-1.0,921,0,194.99999433988705,0,18440,17.235778187626345,4,0,0
0,0,20,999.0,922,1,271.00000659935176,0,18460,16.71333429366276,5,0,0
0,0,42,3999.0,923,4,687.9999953787774,0,18502,17.042713889432004,9,1,0
0,0,13,999.0,924,1,194.99999433988705,0,18515,17.83501338788359,3,0,0
0,0,14,999.0,925,1,199.99999932944775,0,18529,16.639535727239753,3,0,0
0,0,6,-1.0,926,0,48.00000151619315,0,18535,17.022982472279793,0,0,0
0,0,29,2999.0,927,3,544.9999975715764,0,18564,14.772399648090024,7,0,0
0,0,3,-1.0,928,0,0,0,18567,20.214227651419005,0,0,0
0,0,30,2999.0,929,3,319.9999931966886,0,18597,14.849991963033258,6,0,0
0,0,8,-1.0,930,0,80.00000135158189,0,18605,15.800090973901039,1,0,0
0,0,42,1999.0,931,2,365.99999795667827,0,18647,15.951602094018963,9,0,0
0,0,16,999.0,932,1,145.99999466910958,0,18663,15.70478345238686,3,0,0
0,0,2,-1.0,933,0,0,0,18665,16.908766201044124,0,0,0
0,0,13,999.0,934,1,129.0000015660189,0,18678,15.63246277589274,2,0,0
0,0,3,-1.0,935,0,0,0,18681,22.54093241972323,0,0,0
0,0,10,-1.0,936,0,68.0000004847534,0,18691,16.653262437028708,2,0,0
0,0,33,1999.0,937,2,296.99999884469435,0,18724,16.07141030854193,7,0,0
0,0,57,5999.0,938,6,612.999999326421,0,18781,17.015246764687735,12,2,0
0,0,6,-1.0,939,0,49.00000070221722,0,18787,16.01948373946737,0,0,0
0,0,2,-1.0,940,0,0,0,18789,15.87305503887557,0,0,0
0,0,2,-1.0,941,0,0,0,18791,15.965558915836693,0,0,0
0,0,33,1999.0,942,2,267.9999939049594,0,18824,15.703035130558138,8,0,0
0,0,8,-1.0,943,0,76.0000030323863,0,18832,16.16936120424868,1,0,0
0,0,66,7999.0,944,8,916.9999626278877,0,18898,13.951579727858984,13,2,0
0,0,7,-1.0,945,0,49.99999988824129,0,18905,16.63770645456328,0,0,0
0,0,8,-1.0,946,0,174.9999953713268,0,18913,14.755161315713908,1,0,0
0,0,21,-1.0,947,0,417.999993681442,0,18934,14.265131735682255,4,0,0
0,0,31,1999.0,948,2,853.0000147223473,0,18965,15.68198419999081,6,1,0
0,0,36,1999.0,949,2,598.9999973541126,0,19001,16.036654008968508,5,1,0
0,0,15,-1.0,950,0,189.0000035171397,0,19016,14.940789745533404,4,0,0
0,0,11,-1.0,951,0,145.99999466910958,0,19027,16.255067758010327,2,0,0
0,0,1,-1.0,952,0,0,0,19028,7.982627529123821,0,0,0
0,0,7,-1.0,953,0,76.0000030323863,0,19035,16.0563325440098,0,0,0
0,0,69,5999.0,954,6,916.9999626278877,0,19104,15.487411777662638,14,2,0
0,0,5,-1.0,955,0,0,0,19109,18.22743442901507,0,0,0
0,0,2,-1.0,956,0,0,0,19111,13.871566672288973,0,0,0
0,0,18,-1.0,957,0,182.99999922979623,0,19129,15.366221268783544,5,0,0
0,0,22,999.0,958,1,220.9999943897128,0,19151,16.092037523043825,4,0,0
0,0,10,-1.0,959,0,140.9999987948686,0,19161,15.493561993951522,2,0,0
0,0,4,-1.0,960,0,0,0,19165,17.100971594221807,0,0,0
0,0,4,-1.0,961,0,0,0,19169,16.56145338529636,0,0,0
0,0,15,-1.0,962,0,173.00000313203782,0,19184,12.82094567744749,4,0,0
0,0,17,999.0,963,1,194.99999433988705,0,19201,17.365916482664325,4,0,0
0,0,123,11999.0,964,12,1734.0000157989562,0,19324,16.79985674352222,26,4,0
0,0,49,3999.0,965,4,571.0000024735928,0,19373,17.029023122316442,9,2,0
0,0,108,8999.0,966,9,1712.0000085351057,0,19481,15.852308925862673,23,5,0
0,0,3,-1.0,967,0,0,0,19484,13.101768225256613,0,0,0
0,0,3,-1.0,968,0,0,0,19487,22.475827108362715,0,0,0
0,0,23,-1.0,969,0,364.99999871477485,0,19510,15.783105438201305,5,0,0
0,0,9,-1.0,970,0,145.99999466910958,0,19519,16.632132063991133,2,0,0
0,0,7,-1.0,971,0,76.0000030323863,0,19526,13.805856460158099,0,0,0
0,0,24,-1.0,972,0,368.9999928115867,0,19550,15.37584132089213,5,0,0
0,0,99,8999.0,973,9,1969.0000129688997,0,19649,13.40107006891721,21,3,0
0,0,77,7999.0,974,8,1288.0000138282776,0,19726,14.234085514677448,16,4,0
0,0,14,999.0,975,1,233.00000410759822,0,19740,14.98493627474373,3,0,0
0,0,30,1999.0,976,2,737.0000040531158,0,19770,14.39315492773117,6,1,0
0,0,1,-1.0,977,0,0,0,19771,62.84166367014264,0,0,0
0,0,4,-1.0,978,0,0,0,19775,14.355353090763476,0,0,0
0,0,22,999.0,979,1,364.99999871477485,0,19797,12.799309341245651,5,0,0
0,0,12,999.0,980,1,243.99999515386298,0,19809,11.60972398456301,2,0,0
0,0,18,999.0,981,1,278.9999958500266,0,19827,12.796791169206534,4,0,0
0,0,7,-1.0,982,0,38.000000540632755,0,19834,12.095562768734755,0,0,0
0,0,12,999.0,983,1,174.9999953713268,0,19846,13.294099810513115,3,0,0
0,0,20,999.0,984,1,268.999996073544,0,19866,13.531977222500041,5,0,0
0,0,18,999.0,985,1,239.9999947717879,0,19884,14.568836196607528,4,0,0
